jg28395	684
jg28396	629
jg28397	226
jg28398	370
jg28399	71
jg28400	523
jg28401	491
jg28402	150
jg28403	502
jg28404	203
jg28405	650
jg28406	699
jg28407	337
jg28408	331
jg28409	330
jg28410	116
jg28411	132
jg28412	2387
jg28413	321
jg28414	736
jg28415	396
jg28416	251
jg28417	167
jg28418	249
jg28419	612
jg28420	682
jg28421	434
jg28422	240
jg28423	356
jg28424	166
jg28425	541
jg28426	409
jg28427	1750
jg28428	895
jg28429	160
jg28430	581
jg28431	551
jg28432	353
jg28433	688
jg28434	601
jg28435	341
jg28436	145
jg28437	572
jg28438	235
jg28439	139
jg28440	356
jg28441	1139
jg28442	205
jg28443	642
jg28444	419
jg28445	140
jg28446	490
jg28447	236
jg28448	291
jg28449	427
jg28450	505
jg28451	424
jg28452	448
jg28453	308
jg28454	969
jg28455	579
jg28456	249
jg28457	256
jg28458	286
jg28459	502
jg28460	548
jg28461	704
jg28462	724
jg28463	479
jg28464	372
jg28465	349
jg28466	460
jg28467	72
jg28468	247
jg28469	253
jg28470	636
jg28471	127
jg28472	332
jg28473	177
jg28474	496
jg28475	151
jg28476	193
jg28477	212
jg28478	426
jg28479	271
jg28480	693
jg28481	663
jg28482	452
jg28483	112
jg28484	83
jg28485	477
jg28486	452
jg28487	304
jg28488	480
jg28489	83
jg28490	183
jg28491	190
jg28492	285
jg28493	343
jg28494	705
jg28495	1812
jg28496	242
jg28497	141
jg28498	485
jg28499	276
jg28500	510
jg28501	591
jg28502	186
jg28503	538
jg28504	259
jg28505	1055
jg28506	106
jg28507	233
jg28508	535
jg28509	310
jg28510	85
jg28511	199
jg28512	352
jg28513	448
jg28514	157
jg28515	511
jg28516	527
jg28517	100
jg28518	431
jg28519	95
jg28520	300
jg28521	361
jg28522	690
jg28523	244
jg28524	1901
jg28525	355
jg28526	244
jg28527	482
jg28528	292
jg28529	532
jg28530	361
jg28531	212
jg28532	502
jg28533	484
jg28534	297
jg28535	452
jg28536	328
jg28537	328
jg28538	412
jg28539	278
jg28540	218
jg28541	279
jg28542	228
jg28543	70
jg28544	271
jg28545	524
jg28546	232
jg28547	525
jg28548	329
jg28549	135
jg28550	287
jg28551	494
jg28552	190
jg28553	122
jg28554	470
jg28555	180
jg28556	137
jg28557	69
jg28558	342
jg28559	287
jg28560	1286
jg28561	1243
jg28562	242
jg28563	298
jg28564	277
jg28565	271
jg28566	692
jg28567	192
jg28568	193
jg28569	633
jg28570	389
jg28571	763
jg28572	511
jg28573	712
jg28574	178
jg28575	171
jg28576	185
jg28577	200
jg28578	76
jg28579	538
jg28580	247
jg28581	99
jg28582	385
jg28583	120
jg28584	1184
jg28585	327
jg28586	216
jg28587	214
jg28588	422
jg28589	502
jg28590	579
jg28591	149
jg28592	165
jg28593	97
